submission_id,zip,age,gender,cups,cups_num,home_brew,party
Ld51Vj,98052,25-34 years old,Male,2,2,Coffee brewing machine (e.g. Mr. Coffee),Democrat
vNqjz0,15212,25-34 years old,Male,2,2,"Pour over, Espresso, Cold brew",Democrat
vNqj6d,19460,25-34 years old,NA,1,1,Pour over,NA
J28KbJ,94107,25-34 years old,Female,2,2,Espresso,Democrat
kYOaKo,94597,25-34 years old,Female,2,2,Pod/capsule machine (e.g. Keurig/Nespresso),Democrat
blNVJE,94609,25-34 years old,Male,2,2,Other,Democrat
1rGP7O,12804,18-24 years old,Male,Less than 1,0,"Pour over, Espresso, Other",Independent
OA81RM,53711,35-44 years old,Male,2,2,"French press, Coffee brewing machine (e.g. Mr. Coffee), Cold brew",Democrat
YZVD76,23059,35-44 years old,Male,2,2,Espresso,No affiliation
OA81MA,23059,35-44 years old,Female,2,2,"Espresso, Bean-to-cup machine",No affiliation
PA8jVx,10522,35-44 years old,Female,Less than 1,0,Other,Democrat
zKWXB8,95616,25-34 years old,NA,1,1,NA,NA
MA8K0E,89434,18-24 years old,Female,1,1,NA,No affiliation
qbjZNG,16803,25-34 years old,Male,2,2,"Pour over, French press, Espresso",Democrat
42PXe5,76082,25-34 years old,Male,2,2,"Espresso, Coffee brewing machine (e.g. Mr. Coffee), Cold brew",Republican
8djo9k,27312,35-44 years old,Female,1,1,Espresso,No affiliation
xd9x9d,22209,18-24 years old,Female,1,1,"Pour over, French press",NA
6dr82B,NA,25-34 years old,NA,NA,NA,Pour over,NA
OA8Dag,16803,25-34 years old,Female,Less than 1,0,"Pour over, Espresso",Democrat
QA8KBk,91367,18-24 years old,NA,1,1,"Coffee extract (e.g. Cometeer), Pod/capsule machine (e.g. Keurig/Nespresso)",NA
oAlbEx,40241,18-24 years old,NA,2,2,"Pour over, French press, Espresso",NA
42PXVo,89434,18-24 years old,Male,1,1,"Other, Espresso",Democrat
eB9qre,44515,35-44 years old,Male,2,2,"Pour over, Espresso",Democrat
eB9qxo,15206,35-44 years old,NA,NA,NA,Pour over,NA
dYQWYA,89129,25-34 years old,NA,2,2,"French press, Pod/capsule machine (e.g. Keurig/Nespresso), Cold brew, Espresso",Independent
Ld51Zj,95616,18-24 years old,Male,1,1,Other,No affiliation
42P41o,19460,25-34 years old,Male,1,1,Other,Independent
AlW7Qe,4107,45-54 years old,NA,3,3,"Pour over, Coffee brewing machine (e.g. Mr. Coffee)",NA
PA8dEQ,89129,25-34 years old,Male,2,2,"French press, Cold brew",Independent
VZoLb6,94115,25-34 years old,Female,Less than 1,0,NA,Democrat
aBZQA2,94115,25-34 years old,Male,2,2,"Pour over, Espresso",Democrat
OA8Dka,94040,25-34 years old,Male,2,2,Coffee brewing machine (e.g. Mr. Coffee),Democrat
g5WDkJ,94040,25-34 years old,Female,1,1,"Coffee brewing machine (e.g. Mr. Coffee), Espresso",Democrat
oAlb5N,94301,25-34 years old,Male,2,2,"Espresso, Pour over",Democrat
8dj16r,94102,25-34 years old,Female,1,1,"Pour over, Espresso",Democrat
QA8KkY,95112,35-44 years old,Female,1,1,"Pour over, Cold brew",Democrat
EP8kYr,80138,35-44 years old,Male,2,2,Pour over,Democrat
ylePpg,60565,18-24 years old,Male,2,2,"Pour over, Pod/capsule machine (e.g. Keurig/Nespresso)",Democrat
GrYx7e,19460,25-34 years old,NA,NA,NA,NA,NA
8dj1jk,18940,35-44 years old,Male,2,2,"Pour over, French press, Coffee brewing machine (e.g. Mr. Coffee), Cold brew",Democrat
6dr8pN,94102,25-34 years old,Male,1,1,"Pour over, Espresso",Democrat
DV04PZ,62901,18-24 years old,Male,Less than 1,0,NA,Democrat
9d2qaV,32826,18-24 years old,Male,1,1,Other,No affiliation
PA8jy5,97211,35-44 years old,Female,2,2,"Pod/capsule machine (e.g. Keurig/Nespresso), Pour over",Independent
XeOxkY,85003,25-34 years old,Male,1,1,"Pour over, Coffee brewing machine (e.g. Mr. Coffee)",Democrat
AlW7kW,29204,25-34 years old,Non-binary,3,3,Espresso,Democrat
g5WDB1,98115,25-34 years old,Male,2,2,Coffee brewing machine (e.g. Mr. Coffee),Democrat
QA8Kgl,55104,25-34 years old,Male,1,1,"Pod/capsule machine (e.g. Keurig/Nespresso), Coffee brewing machine (e.g. Mr. Coffee)",Democrat
YZVjaW,62704,25-34 years old,Male,2,2,Pour over,Democrat
24OEMb,98661,25-34 years old,Male,Less than 1,0,Other,No affiliation
Rz8GXv,55104,25-34 years old,Female,Less than 1,0,NA,No affiliation
vNqjL4,11790,18-24 years old,Female,1,1,"Instant coffee, Espresso",NA
zKWxaE,97266,55-64 years old,Male,1,1,"Pour over, Espresso",No affiliation
aBZQ8y,1611,55-64 years old,Female,Less than 1,0,Pour over,Republican
eB955Q,1611,>65 years old,Male,3,3,Coffee brewing machine (e.g. Mr. Coffee),Republican
dYQb6K,2476,25-34 years old,Male,1,1,NA,Democrat
aBZNLW,84414,35-44 years old,Female,2,2,"French press, Espresso, Coffee brewing machine (e.g. Mr. Coffee), Pod/capsule machine (e.g. Keurig/Nespresso), Coffee extract (e.g. Cometeer), Cold brew",No affiliation
rl2y5l,6790,25-34 years old,Female,Less than 1,0,"Pour over, Cold brew",Independent
ZdP9R0,92647,25-34 years old,Male,1,1,Pod/capsule machine (e.g. Keurig/Nespresso),No affiliation
aBZOZ9,94112,35-44 years old,Male,2,2,Pour over,Democrat
pL4eJZ,84401,35-44 years old,Male,1,1,"Espresso, Coffee brewing machine (e.g. Mr. Coffee), Pour over",Independent
42Pazo,94553,35-44 years old,Male,2,2,NA,Democrat
9d2N4K,77004,25-34 years old,Non-binary,2,2,"Espresso, Pour over",Democrat
XeO52V,11206,25-34 years old,Male,2,2,"Pour over, Espresso, Other",Independent
EP8zro,98053,25-34 years old,Male,Less than 1,0,"Pour over, Espresso, Cold brew",Democrat
AlWPgo,84010,35-44 years old,Female,2,2,"Pour over, French press, Coffee brewing machine (e.g. Mr. Coffee), Pod/capsule machine (e.g. Keurig/Nespresso), Cold brew, Other",No affiliation
aBZOvy,77004,25-34 years old,Non-binary,2,2,"Espresso, Pour over, Cold brew",Democrat
xd9xzr,98053,25-34 years old,Non-binary,1,1,Pour over,Democrat
eB9ZWo,84010,35-44 years old,Male,Less than 1,0,NA,Democrat
8djNDz,92648,25-34 years old,Female,1,1,Pod/capsule machine (e.g. Keurig/Nespresso),Democrat
J281Po,3062,35-44 years old,NA,1,1,"Pour over, French press",NA
PA8RQB,53074,35-44 years old,Male,2,2,Pour over,Democrat
blN5jL,12804,18-24 years old,Male,2,2,"Pour over, French press, Coffee brewing machine (e.g. Mr. Coffee)",No affiliation
5dEXJ6,29307,18-24 years old,Male,2,2,"Pour over, French press",Independent
xd9x8J,84414,25-34 years old,Male,2,2,"French press, Pod/capsule machine (e.g. Keurig/Nespresso)",Democrat
vNqX5D,90042,35-44 years old,Male,2,2,Coffee brewing machine (e.g. Mr. Coffee),Democrat
XeO56Y,84401,25-34 years old,Female,1,1,Espresso,Independent
pL4eYB,94063,25-34 years old,Female,1,1,Pour over,Democrat
NA8qGQ,2062,35-44 years old,Male,3,3,"Pour over, Espresso",Independent
0EoV9y,97330,35-44 years old,Female,Less than 1,0,"Pour over, Other",Democrat
J281Nd,94553,35-44 years old,Male,Less than 1,0,"Pour over, Espresso",NA
QA8oy1,98115,35-44 years old,Female,2,2,Coffee brewing machine (e.g. Mr. Coffee),Democrat
6drDoB,78704,25-34 years old,Male,1,1,"Pour over, Other",No affiliation
VZopRa,98368,>65 years old,Male,More than 4,5,"Pour over, French press, Espresso, Pod/capsule machine (e.g. Keurig/Nespresso)",NA
9d2GA1,84010,25-34 years old,Male,3,3,NA,Democrat
GrY6x2,20152,18-24 years old,Male,2,2,Pour over,Democrat
g5WaaK,49464,35-44 years old,Male,3,3,Coffee brewing machine (e.g. Mr. Coffee),Independent
BG8EjA,6790,25-34 years old,Male,4,4,"Pour over, Instant coffee, Cold brew",No affiliation
aBZ9GX,32608,18-24 years old,Female,1,1,"Pour over, Espresso",NA
aBZOMB,11377,35-44 years old,Female,1,1,"Pod/capsule machine (e.g. Keurig/Nespresso), Pour over, French press, Instant coffee",No affiliation
AlWzdy,NA,45-54 years old,NA,3,3,"Pour over, Coffee brewing machine (e.g. Mr. Coffee), Espresso",NA
jBGZ74,20008,18-24 years old,Male,2,2,Pour over,Democrat
rl2Djp,21227,35-44 years old,Male,More than 4,5,"Pour over, Espresso, Pod/capsule machine (e.g. Keurig/Nespresso), Coffee brewing machine (e.g. Mr. Coffee), French press, Instant coffee, Cold brew",Independent
zKWjyE,45230,25-34 years old,Male,1,1,Pour over,No affiliation
9d2BvV,50023,35-44 years old,Male,3,3,NA,Independent
GrY6re,98020,35-44 years old,Male,2,2,"Pour over, Espresso",Democrat
jBGZBQ,94703,25-34 years old,Female,Less than 1,0,"French press, Pour over",Democrat
GrY6JZ,1611,25-34 years old,Non-binary,3,3,"Pour over, Other",Democrat
yleXOB,57039,25-34 years old,Male,2,2,French press,Democrat
OA8akK,98020,35-44 years old,Female,2,2,"Pour over, Espresso",Democrat
jBGZvR,94704,18-24 years old,Male,1,1,"Espresso, Pour over",NA
GrY6Xp,98115,25-34 years old,Male,3,3,"Pour over, Espresso",Democrat
Ld59k1,90025,35-44 years old,Female,3,3,"Coffee brewing machine (e.g. Mr. Coffee), Coffee extract (e.g. Cometeer)",Democrat
MA81dX,55413,25-34 years old,Male,More than 4,5,"Pour over, French press, Espresso, Cold brew, Other",Democrat
J28qao,10803,25-34 years old,NA,2,2,"Espresso, Pour over, Other",NA
5dEbNZ,94401,25-34 years old,Male,2,2,Espresso,No affiliation
VZoGry,32216,25-34 years old,NA,2,2,"Pour over, French press, Instant coffee, Cold brew",NA
6drDqP,70003,25-34 years old,Male,1,1,"Pour over, Espresso, French press, Coffee extract (e.g. Cometeer), Cold brew",No affiliation
1rGXe1,37205,35-44 years old,Male,2,2,"Pour over, Coffee extract (e.g. Cometeer), Espresso",Democrat
PA8pVV,37179,25-34 years old,Male,4,4,"Pour over, French press, Espresso, Pod/capsule machine (e.g. Keurig/Nespresso), Cold brew",Democrat
lNVBok,10019,45-54 years old,Male,2,2,"Pour over, Other",No affiliation
zKWNxa,22033,18-24 years old,Male,3,3,"Pour over, Espresso",No affiliation
0Eo7O0,84405,25-34 years old,Male,1,1,Pour over,Democrat
VZojZl,80302,18-24 years old,Female,2,2,Cold brew,Democrat
NA8DVN,80302,18-24 years old,Male,2,2,Cold brew,No affiliation
7d4bx9,24012,18-24 years old,Male,2,2,Pour over,No affiliation
jBGby9,80302,18-24 years old,Male,Less than 1,0,"Pour over, Espresso",Democrat
zKWNKE,80302,18-24 years old,Male,1,1,NA,No affiliation
Ld5zz1,85719,25-34 years old,Male,4,4,"Pour over, Espresso, Coffee extract (e.g. Cometeer), Other",Democrat
XeOrQg,94063,25-34 years old,NA,Less than 1,0,NA,NA
dYQN8K,2144,25-34 years old,Male,2,2,NA,Independent
rl2Bgl,94063,25-34 years old,Male,2,2,"Espresso, Pour over, Cold brew",Democrat
5dE4eE,30114,18-24 years old,Male,2,2,"French press, Espresso, Other, Pour over",No affiliation
g5WD6d,47150,25-34 years old,Male,1,1,Coffee brewing machine (e.g. Mr. Coffee),Republican
jBGaVR,47150,25-34 years old,Female,2,2,"Coffee extract (e.g. Cometeer), Pour over, Other",Republican
42PBdO,95678,18-24 years old,Female,1,1,"Pour over, French press, Espresso",Independent
GrYxZ2,47150,25-34 years old,Female,1,1,Coffee brewing machine (e.g. Mr. Coffee),Republican
GrYKgp,35824,25-34 years old,Male,1,1,Espresso,Independent
NA8Ddl,80234,25-34 years old,Female,1,1,Other,No affiliation
DV0Kbq,94110,35-44 years old,Male,3,3,"Pour over, Espresso",Democrat
oAlDkx,55391,>65 years old,Male,2,2,"Pour over, Espresso",Democrat
kYOb9r,47150,25-34 years old,Female,1,1,NA,Republican
OA8lg7,95678,18-24 years old,Male,1,1,"Pour over, Espresso",No affiliation
VZoGJ6,95618,18-24 years old,Female,Less than 1,0,NA,Democrat
VZojqJ,60189,25-34 years old,Female,1,1,Other,Republican
42PQRd,93013,55-64 years old,Male,1,1,"Pour over, French press, Espresso",Independent
qbja4Y,60626,35-44 years old,Male,2,2,"Pour over, French press, Cold brew",Democrat
VZoL46,68133,25-34 years old,Male,More than 4,5,Pour over,Democrat
WAl9ee,94080,25-34 years old,Male,2,2,"Espresso, Pour over",Independent
PA8Dq0,98103,18-24 years old,Female,1,1,NA,Democrat
YZVR8v,45305,55-64 years old,NA,NA,NA,Pod/capsule machine (e.g. Keurig/Nespresso),NA
5dE4Ab,90802,25-34 years old,Male,3,3,"Pour over, French press, Other",Democrat
1rGk8b,53714,35-44 years old,Male,3,3,Pour over,NA
rl2BZL,98103,18-24 years old,Male,1,1,"Pour over, Espresso",Democrat
vNqer0,93111,<18 years old,NA,1,1,Cold brew,NA
PA815b,97007,35-44 years old,Male,4,4,Coffee brewing machine (e.g. Mr. Coffee),No affiliation
WAlEEN,21716,45-54 years old,Male,2,2,Pod/capsule machine (e.g. Keurig/Nespresso),Republican
kYOe7j,1862,25-34 years old,NA,2,2,"Pour over, French press, Pod/capsule machine (e.g. Keurig/Nespresso)",NA
pL4y0y,2482,25-34 years old,NA,NA,NA,Espresso,NA
NA8lDl,46038,25-34 years old,Male,2,2,"Pour over, French press, Espresso",Republican
qbjDWk,93111,35-44 years old,Male,1,1,Espresso,Democrat
1rGdKM,75287,35-44 years old,Female,1,1,Cold brew,Independent
WAlrbP,32216,25-34 years old,Male,2,2,"Pour over, French press, Instant coffee, Cold brew, Other",Democrat
7d4L12,9817,25-34 years old,Non-binary,1,1,"Espresso, French press",Independent
J28p8z,98052,45-54 years old,Male,More than 4,5,Bean-to-cup machine,Democrat
pL4y4y,77008,25-34 years old,Male,3,3,"Pour over, French press",Democrat
oAle1P,93111,35-44 years old,NA,Less than 1,0,NA,NA
AlW2vk,11796,55-64 years old,Male,2,2,"Other, Pour over",No affiliation
MA8N0g,14223,35-44 years old,NA,2,2,Pour over,NA
EP8dVX,80210,18-24 years old,Male,1,1,Pour over,Democrat
9d2ZNX,55414,25-34 years old,NA,NA,NA,NA,NA
NA8l2Q,75287,45-54 years old,Male,4,4,Pour over,No affiliation
8djaYO,78702,25-34 years old,Male,1,1,"Pour over, Espresso",Democrat
6drjXo,43203,55-64 years old,Male,3,3,"Pour over, Other",Democrat
PA81MP,55305,35-44 years old,Female,2,2,"Coffee brewing machine (e.g. Mr. Coffee), Pour over",Independent
EP8d7o,80210,18-24 years old,Other (please specify),1,1,Bean-to-cup machine,Democrat
1rGdqL,80918,35-44 years old,Male,2,2,"Pour over, Espresso",Democrat
pL4y8E,55305,45-54 years old,Male,2,2,"Coffee brewing machine (e.g. Mr. Coffee), Pour over",Democrat
24OABe,98604,35-44 years old,Female,1,1,"Coffee extract (e.g. Cometeer), Cold brew",Democrat
rl2Bzo,20147,35-44 years old,NA,3,3,"French press, Espresso",NA
kYOGdZ,20910,25-34 years old,Male,2,2,Pour over,Democrat
zKWy91,97405,25-34 years old,NA,2,2,"Pour over, Other",NA
pL4or1,97222,55-64 years old,Female,2,2,Other,Democrat
5dE9EP,53711,>65 years old,Male,4,4,"Bean-to-cup machine, Coffee extract (e.g. Cometeer), Espresso, Other, Coffee brewing machine (e.g. Mr. Coffee)",Independent
24OALV,47905,35-44 years old,NA,2,2,Espresso,NA
pL4o2J,NA,NA,NA,NA,NA,NA,NA
8djLyl,60540,45-54 years old,Female,4,4,"Espresso, Pour over",Democrat
0Eo859,46526,25-34 years old,Male,2,2,Pour over,No affiliation
oAlRqe,98122,25-34 years old,Male,2,2,Espresso,NA
lNVO4V,28806,25-34 years old,Male,2,2,"Pour over, Espresso",Democrat
EP8lO4,90404,25-34 years old,Male,1,1,Pour over,Democrat
g5Wqll,2142,25-34 years old,Male,2,2,"Espresso, Coffee extract (e.g. Cometeer)",Democrat
8djL45,45152,25-34 years old,Male,1,1,"French press, Other",No affiliation
VZoPrv,95814,25-34 years old,Male,2,2,"Pour over, Espresso",Democrat
rl2oD5,76208,18-24 years old,Female,1,1,"French press, Espresso, Coffee brewing machine (e.g. Mr. Coffee), Pod/capsule machine (e.g. Keurig/Nespresso), Cold brew",Republican
XeO40z,2116,25-34 years old,Female,4,4,"Espresso, Cold brew",No affiliation
NA87DN,11413,25-34 years old,Female,2,2,French press,Democrat
jBGlx4,10514,35-44 years old,Male,2,2,"Pour over, Cold brew, Pod/capsule machine (e.g. Keurig/Nespresso)",Independent
blNWNg,79902,25-34 years old,NA,3,3,"Pour over, Cold brew",NA
GrYRLk,22801,>65 years old,Female,2,2,Coffee brewing machine (e.g. Mr. Coffee),NA
GrYR0k,48170,25-34 years old,Female,1,1,"Pour over, Espresso",No affiliation
MA8EAk,74037,25-34 years old,NA,2,2,"Pour over, Espresso, Coffee extract (e.g. Cometeer)",NA
vNqPqv,36508,35-44 years old,Male,1,1,"Pour over, Other",Democrat
kYONrJ,98133,25-34 years old,Male,2,2,"Pour over, Espresso, Cold brew",Democrat
BG8xbQ,80003,25-34 years old,Male,Less than 1,0,Espresso,No affiliation
AlWB5N,94301,35-44 years old,Male,4,4,"Pour over, Espresso",Democrat
Rz8D9K,77388,55-64 years old,Male,2,2,"Pour over, French press, Coffee brewing machine (e.g. Mr. Coffee)",Democrat
jBGl1a,73160,35-44 years old,Male,2,2,Pour over,Democrat
AlWB1D,29732,25-34 years old,Male,2,2,"Pour over, Espresso, Coffee brewing machine (e.g. Mr. Coffee)",No affiliation
24OK29,48198,18-24 years old,Male,2,2,"Bean-to-cup machine, Other",Democrat
24OPPA,95125,25-34 years old,NA,1,1,Pour over,NA
g5WGdN,27513,25-34 years old,Male,Less than 1,0,Espresso,Democrat
ZdPaNA,22102,25-34 years old,Prefer not to say,Less than 1,0,"Pour over, Other",Democrat
ZdPadA,60657,25-34 years old,Female,3,3,"Cold brew, Coffee brewing machine (e.g. Mr. Coffee), Espresso, Instant coffee, Bean-to-cup machine",No affiliation
eB9R6J,10028,25-34 years old,Male,2,2,Pour over,NA
VZoJ4g,91107,25-34 years old,Male,2,2,Espresso,No affiliation
ZdPaGe,80020,18-24 years old,Male,1,1,Other,NA
zKWYR1,49087,25-34 years old,Male,3,3,Pour over,Democrat
PA8OJ0,92065,18-24 years old,Male,2,2,"Espresso, Pour over, French press",Democrat
QA8V6X,94116,45-54 years old,Male,More than 4,5,"Pour over, Espresso",Democrat
WAlzbQ,11104,25-34 years old,Male,2,2,"Pour over, Espresso",NA
aBZY5v,90025,25-34 years old,Male,2,2,"French press, Espresso, Other, Pour over",NA
8djQeY,77433,35-44 years old,Male,2,2,Pour over,Democrat
9d2D11,94538,25-34 years old,Male,1,1,NA,Democrat
PA8595,46143,25-34 years old,Male,2,2,"Espresso, Other",Democrat
XeOWRe,95678,25-34 years old,Male,2,2,"Pour over, Cold brew",Republican
qbjAN9,92119,35-44 years old,NA,1,1,NA,NA
42PxP5,7042,25-34 years old,Male,2,2,"Espresso, French press, Pod/capsule machine (e.g. Keurig/Nespresso)",Democrat
oAlMgx,90277,25-34 years old,Male,1,1,"Espresso, Pour over",Democrat
lNVdxp,77007,25-34 years old,NA,Less than 1,0,Pour over,NA
42PxMB,92116,25-34 years old,NA,2,2,"Pour over, Espresso",NA
0Eo6NQ,46228,35-44 years old,NA,1,1,Other,NA
zKWDg0,30013,25-34 years old,Male,1,1,Other,Republican
6dr2lO,89183,45-54 years old,Female,Less than 1,0,Pour over,No affiliation
EP8WgN,85326,25-34 years old,Male,2,2,"Espresso, Pour over",Republican
MA8bXl,47906,18-24 years old,NA,Less than 1,0,"Pour over, Cold brew",NA
jBGQK9,90277,25-34 years old,Female,1,1,"Espresso, Pour over",Independent
7d4Ng6,60626,35-44 years old,Male,Less than 1,0,NA,Democrat
NA86q0,2144,25-34 years old,Male,1,1,Pour over,Democrat
Rz80oj,46237,>65 years old,NA,More than 4,5,"Pour over, Espresso",NA
GrYz6e,60152,45-54 years old,Female,1,1,"Pour over, Coffee brewing machine (e.g. Mr. Coffee)",NA
rl2AgR,30013,25-34 years old,Male,1,1,NA,Democrat
NA86AB,90249,25-34 years old,Female,3,3,NA,No affiliation
24Oeej,90275,25-34 years old,Male,2,2,Pour over,No affiliation
DV0Nvb,80521,25-34 years old,NA,2,2,"Espresso, Pour over",NA
zKWD61,59715,25-34 years old,Female,3,3,Coffee brewing machine (e.g. Mr. Coffee),Democrat
Ld5b5O,35242,35-44 years old,Male,2,2,"Pour over, French press",Democrat
QA8DA8,80005,55-64 years old,Male,3,3,Pour over,Independent
Rz80VP,7920,35-44 years old,Male,1,1,Pour over,Democrat
AlWd4N,27540,18-24 years old,Male,1,1,"Pour over, Espresso",Republican
24OeoM,30316,35-44 years old,Male,Less than 1,0,Instant coffee,Democrat
yle6oW,11373,25-34 years old,Female,1,1,NA,Democrat
NA8oKO,2176,45-54 years old,Male,2,2,"Pour over, French press",No affiliation
5dEzOQ,45458,35-44 years old,Male,3,3,"Pour over, Espresso, French press, Other",Democrat
Rz80kv,11421,25-34 years old,Male,2,2,Pour over,No affiliation
oAlyxN,95616,>65 years old,Male,2,2,"Pour over, Espresso",Democrat
OA8zZg,20147,35-44 years old,Female,3,3,"French press, Espresso",NA
1rGlOb,21128,35-44 years old,Male,2,2,Espresso,No affiliation
OA8zpp,98144,35-44 years old,NA,NA,NA,"Pour over, Espresso",NA
GrYz2j,60626,35-44 years old,Male,2,2,"Pour over, Espresso",No affiliation
PA8Add,22911,25-34 years old,Male,2,2,Pour over,No affiliation
dYQ6Jo,80919,18-24 years old,Male,1,1,"Pour over, Espresso",Democrat
aBZBNE,97206,25-34 years old,Male,2,2,NA,No affiliation
jBGB6Y,94538,25-34 years old,Male,1,1,"Pour over, Espresso, Pod/capsule machine (e.g. Keurig/Nespresso), Coffee extract (e.g. Cometeer), Cold brew",No affiliation
ylelXW,91040,35-44 years old,Male,2,2,NA,Democrat
AlWdeD,30316,35-44 years old,Female,Less than 1,0,NA,Independent
VZoZYg,94403,25-34 years old,NA,2,2,"Espresso, Pour over",NA
ylelvg,95691,35-44 years old,Male,3,3,"French press, Cold brew, Coffee brewing machine (e.g. Mr. Coffee)",Independent
VZoZvv,95691,25-34 years old,Male,Less than 1,0,NA,Democrat
oAlALb,90275,35-44 years old,Male,2,2,Espresso,No affiliation
ylelyX,92115,18-24 years old,Male,1,1,Espresso,Independent
42P20r,30324,25-34 years old,Male,3,3,"Espresso, Pour over, Coffee brewing machine (e.g. Mr. Coffee)",Democrat
YZVORq,97003,35-44 years old,Male,4,4,"Espresso, Bean-to-cup machine, Cold brew, Pour over",Democrat
24OkKb,54703,25-34 years old,Male,2,2,"Pour over, French press, Espresso, Cold brew",No affiliation
jBGM04,65943,18-24 years old,NA,2,2,"Pour over, Espresso, Pod/capsule machine (e.g. Keurig/Nespresso)",NA
0EoMMA,98053,>65 years old,Female,2,2,Pour over,NA
YZVOYN,2141,25-34 years old,Male,1,1,Pour over,Democrat
DV010Z,94118,35-44 years old,Male,1,1,"Espresso, Coffee extract (e.g. Cometeer), Other",Democrat
KM8oBX,27518,55-64 years old,Male,4,4,"Espresso, French press",NA
g5WA1N,45213,18-24 years old,Male,4,4,"Pour over, Coffee brewing machine (e.g. Mr. Coffee)",Independent
8djkWx,19140,25-34 years old,Male,1,1,Espresso,Democrat
Ld5GRl,76036,25-34 years old,Female,2,2,"Espresso, Pod/capsule machine (e.g. Keurig/Nespresso)",Republican
PA8Exx,3820,45-54 years old,Male,3,3,"Espresso, Pour over, Other",No affiliation
7d4ZRR,94513,18-24 years old,Male,2,2,Other,Democrat
xd9ZYo,80521,35-44 years old,NA,Less than 1,0,Espresso,NA
GrY1GO,NA,45-54 years old,NA,NA,NA,"Pour over, Espresso, Other",NA
0EoPBN,46038,25-34 years old,Female,2,2,"French press, Espresso, Cold brew",No affiliation
eB9EEo,54301,25-34 years old,Male,1,1,NA,Democrat
24OrLb,45895,25-34 years old,Female,Less than 1,0,Pour over,Republican
PA80Pe,99504,25-34 years old,NA,3,3,"Pour over, Other",NA
oAlO1e,50626,18-24 years old,Male,2,2,"Pour over, French press, Espresso",Democrat
zKWe98,NA,18-24 years old,NA,1,1,Pour over,NA
yleDb4,92626,35-44 years old,Male,1,1,"Espresso, Pour over, Other",Democrat
7d4NML,64112,25-34 years old,Female,2,2,"French press, Cold brew, Espresso",Democrat
QA80QA,91007,25-34 years old,Female,1,1,Pour over,Democrat
KM80XK,48214,35-44 years old,Male,1,1,"Pour over, Other",Democrat
8djGNl,57107,25-34 years old,Male,2,2,"Coffee brewing machine (e.g. Mr. Coffee), Pour over",No affiliation
oAlOxx,19711,25-34 years old,Female,More than 4,5,Pour over,Democrat
oAloDO,92618,25-34 years old,Female,Less than 1,0,NA,Democrat
Rz8L7Q,19711,25-34 years old,Male,3,3,Pour over,Democrat
0EoLb0,98070,35-44 years old,Male,3,3,"Pour over, French press",Democrat
KM8Lgg,23220,25-34 years old,NA,2,2,"Pour over, French press, Espresso, Coffee brewing machine (e.g. Mr. Coffee), Cold brew",NA
zKWJ7k,11238,35-44 years old,Male,2,2,"Pour over, Cold brew, French press",Democrat
AlWDde,98144,25-34 years old,Male,1,1,"Espresso, Pour over",Democrat
WAlYYN,90066,25-34 years old,Male,Less than 1,0,NA,Democrat
dYQjpN,98116,35-44 years old,Male,4,4,"Espresso, Coffee brewing machine (e.g. Mr. Coffee)",NA
EP8Dr2,85128,25-34 years old,Male,1,1,"Pour over, French press, Pod/capsule machine (e.g. Keurig/Nespresso)",Independent
OA8Yxa,28079,35-44 years old,Male,1,1,"Pour over, Espresso, Cold brew",No affiliation
42PveX,95051,18-24 years old,NA,2,2,"Espresso, Other",NA
GrYDNp,53024,25-34 years old,Female,1,1,Pour over,Democrat
NA8Yvp,14626,25-34 years old,Male,1,1,"Pour over, Espresso, Pod/capsule machine (e.g. Keurig/Nespresso), Other, French press",Republican
kYOWV1,11201,55-64 years old,Male,3,3,"Pour over, Other",Democrat
qbjKvY,87110,25-34 years old,Male,Less than 1,0,"Pour over, French press",Independent
DV0JEj,30144,25-34 years old,Male,3,3,NA,Independent
pL472P,40241,18-24 years old,Male,3,3,"Espresso, French press, Pour over",Democrat
yleEB8,1801,25-34 years old,Non-binary,1,1,Espresso,Democrat
42PoWY,46143,25-34 years old,Female,1,1,"Espresso, Other",Democrat
0Eo8pZ,71111,25-34 years old,Male,2,2,NA,Independent
NA805j,95949,45-54 years old,Male,1,1,"Espresso, Pour over",No affiliation
jBG96E,27540,25-34 years old,NA,2,2,Pour over,NA
zKWQja,48103,35-44 years old,Male,2,2,"Pour over, Pod/capsule machine (e.g. Keurig/Nespresso)",Democrat
42PN8B,2135,25-34 years old,Male,3,3,"Pour over, Espresso",Republican
42PN2B,95008,25-34 years old,Female,2,2,Espresso,Democrat
GrYBJQ,97214,25-34 years old,Female,1,1,Coffee brewing machine (e.g. Mr. Coffee),Democrat
WAlpBj,NA,55-64 years old,NA,NA,NA,NA,NA
EP8bar,32801,25-34 years old,Prefer not to say,2,2,Pour over,NA
8djpW5,84097,25-34 years old,Male,2,2,Pour over,Democrat
kYORko,11221,25-34 years old,Male,2,2,Other,Democrat
J28kGo,30068,18-24 years old,Male,1,1,Pour over,No affiliation
vNqxbv,80205,25-34 years old,Male,2,2,"Espresso, Pour over, Other",Democrat
vNqxp0,60563,25-34 years old,Male,1,1,Pour over,Independent
AlWbko,74133,35-44 years old,Female,4,4,NA,Republican
0EojW0,7024,45-54 years old,Prefer not to say,2,2,Pour over,No affiliation
VZo1el,7024,55-64 years old,Female,1,1,"Pour over, Espresso, Coffee brewing machine (e.g. Mr. Coffee)",Independent
