submission_id,zip,age,gender,cups,cups_num,home_brew,party
g5N8z4,95828,18-24 years old,Other (please specify),2,2,"Pour over, Cold brew",Democrat
lNl8zv,60647,25-34 years old,Male,2,2,"Pour over, Espresso, Cold brew",Democrat
jB98z4,5987,18-24 years old,Male,2,2,French press,Democrat
5dqagd,1930,45-54 years old,NA,3,3,"Coffee extract (e.g. Cometeer), Espresso",NA
QABN8Y,4457,25-34 years old,Female,3,3,"Pour over, French press, Coffee brewing machine (e.g. Mr. Coffee)",Democrat
24x9o9,98031,35-44 years old,Male,1,1,Espresso,Democrat
BGbJ9Q,40204,25-34 years old,Female,2,2,Coffee brewing machine (e.g. Mr. Coffee),Democrat
lNl84k,94105,25-34 years old,Male,2,2,Pour over,No affiliation
rlr8YR,55412,45-54 years old,Male,3,3,"Pour over, Espresso, Other",Democrat
zKQ8L0,60647,25-34 years old,Male,1,1,"Pour over, Espresso",Democrat
NAB2El,60657,35-44 years old,Male,2,2,"Pour over, Espresso, Cold brew",Democrat
9dJAMV,22902,25-34 years old,Male,3,3,"Pour over, Espresso",No affiliation
YZz79J,80301,25-34 years old,Female,2,2,"Pour over, Cold brew",No affiliation
5dqaod,30265,25-34 years old,Male,2,2,Pod/capsule machine (e.g. Keurig/Nespresso),No affiliation
GrBOgp,2467,35-44 years old,Male,1,1,"Coffee extract (e.g. Cometeer), Cold brew",NA
dY2Jgo,1721,25-34 years old,Female,3,3,"Pour over, Coffee brewing machine (e.g. Mr. Coffee)",Democrat
XeB6d4,7735,25-34 years old,Male,More than 4,5,"Pour over, Espresso",Democrat
QABNX8,10025,25-34 years old,Female,1,1,Espresso,Democrat
1r2QBp,92677,55-64 years old,Female,2,2,"Pour over, Espresso, Other",Democrat
VZ1WY6,90025,35-44 years old,Prefer not to say,2,2,"Pour over, French press, Instant coffee, Cold brew",No affiliation
6dQ6MJ,83709,45-54 years old,Female,1,1,"Pour over, Coffee extract (e.g. Cometeer)",Democrat
oAV8vx,20109,25-34 years old,Male,2,2,"Pour over, Other, French press",Democrat
oAV8gP,28203,25-34 years old,Male,1,1,Pod/capsule machine (e.g. Keurig/Nespresso),Independent
EPboJ2,45322,25-34 years old,Male,1,1,"Pour over, Espresso",Democrat
MAdjVA,60098,25-34 years old,Male,1,1,Other,Democrat
EPboEX,14504,25-34 years old,Male,3,3,"Pour over, Other",Democrat
6dQ64k,6824,35-44 years old,Male,3,3,"Pour over, French press",Democrat
NAB240,85302,55-64 years old,Male,3,3,Pour over,Republican
pLPYzB,98031,55-64 years old,Male,2,2,"Pour over, French press, Pod/capsule machine (e.g. Keurig/Nespresso), Cold brew",Independent
OABxEg,6853,55-64 years old,Male,2,2,Pour over,Democrat
NAB2gB,92116,25-34 years old,Male,2,2,Pour over,No affiliation
vNx8vQ,80228,25-34 years old,Female,1,1,Pour over,Democrat
LdM4yj,97009,45-54 years old,NA,2,2,"Espresso, French press, Coffee brewing machine (e.g. Mr. Coffee), Pour over",NA
qbE8k9,10035,35-44 years old,Male,2,2,Pour over,Democrat
qbE8v9,43613,25-34 years old,Male,1,1,Espresso,Democrat
dY2J8d,2835,45-54 years old,Male,3,3,Espresso,Democrat
jB98Yx,66901,35-44 years old,Female,Less than 1,0,NA,No affiliation
rlr8gN,84095,25-34 years old,Male,1,1,Coffee brewing machine (e.g. Mr. Coffee),Democrat
XeB6Ng,90066,45-54 years old,Male,2,2,"Espresso, French press",NA
OABx97,75081,45-54 years old,Female,3,3,"Pod/capsule machine (e.g. Keurig/Nespresso), Pour over",No affiliation
42NlEX,7302,25-34 years old,Male,1,1,"Pour over, French press",Democrat
LdM4al,84115,25-34 years old,Male,2,2,NA,Independent
ZdRbDB,91770,18-24 years old,Male,1,1,"Espresso, Pour over",Democrat
6dQ6Vk,79936,25-34 years old,Male,2,2,"Pour over, Other",Republican
8dpbVx,77030,18-24 years old,Male,1,1,"Espresso, Pour over, Coffee brewing machine (e.g. Mr. Coffee), Cold brew",Republican
6dQ65P,60089,>65 years old,Prefer not to say,2,2,Coffee brewing machine (e.g. Mr. Coffee),NA
1r2Q6l,21804,35-44 years old,Male,3,3,Pour over,Democrat
ylq8GB,53132,25-34 years old,Male,1,1,"Espresso, French press",Independent
kYR8p1,97214,35-44 years old,Male,2,2,Espresso,Democrat
8dpbgx,55113,18-24 years old,Male,2,2,"Pour over, Espresso",No affiliation
VZ1Wqg,60148,25-34 years old,Female,2,2,Pour over,Independent
WApaBa,85282,35-44 years old,Female,2,2,"Pour over, Coffee extract (e.g. Cometeer)",Democrat
vNx8W0,94103,25-34 years old,Male,1,1,Pour over,No affiliation
5dqaOo,1028,35-44 years old,Male,2,2,NA,NA
QABNWp,55987,25-34 years old,Female,Less than 1,0,Espresso,No affiliation
ZdRbQo,90017,35-44 years old,Male,1,1,"French press, Other",Democrat
NAB2yB,98311,55-64 years old,Male,2,2,NA,Republican
oAV81e,94040,18-24 years old,Male,2,2,"Espresso, Pour over, Cold brew",Democrat
PABZYx,22102,35-44 years old,Female,2,2,"Pour over, Cold brew, Coffee extract (e.g. Cometeer)",Democrat
PABZWb,95687,25-34 years old,Female,1,1,Pod/capsule machine (e.g. Keurig/Nespresso),Independent
XeB6v4,90002,18-24 years old,Male,More than 4,5,"Instant coffee, Coffee brewing machine (e.g. Mr. Coffee), Pour over, Cold brew",NA
9dJAxQ,77063,25-34 years old,Male,2,2,Other,No affiliation
DVvRE5,90002,<18 years old,Female,2,2,"Coffee brewing machine (e.g. Mr. Coffee), Instant coffee, Cold brew, Pour over",No affiliation
lNl87X,37080,25-34 years old,Female,1,1,"French press, Pod/capsule machine (e.g. Keurig/Nespresso), Pour over",Independent
eBxgye,95688,25-34 years old,Female,1,1,Coffee brewing machine (e.g. Mr. Coffee),No affiliation
aBrpgq,46203,25-34 years old,Female,1,1,Bean-to-cup machine,Republican
OABxrR,92116,25-34 years old,Male,3,3,Pour over,Democrat
WApajv,55122,35-44 years old,NA,3,3,"Espresso, Pour over",NA
1r2QxQ,72730,25-34 years old,Male,1,1,"Pour over, French press, Other",No affiliation
AlbM9z,18944,25-34 years old,Male,3,3,"Espresso, Pour over",Democrat
8dpbWO,60647,25-34 years old,Female,1,1,"Pour over, Espresso",No affiliation
7d97zA,59808,18-24 years old,Female,1,1,Pour over,No affiliation
24x9zV,10468,18-24 years old,Non-binary,2,2,Espresso,NA
VZ1W9j,94107,25-34 years old,NA,2,2,Pour over,NA
rlr8YN,6513,25-34 years old,Male,2,2,"Pour over, French press",Democrat
xdN80d,79109,25-34 years old,Male,2,2,"Pour over, French press, Espresso, Cold brew",Democrat
1r2QgW,97080,55-64 years old,Male,3,3,Espresso,Republican
EPbo64,90638,25-34 years old,Prefer not to say,2,2,"Coffee extract (e.g. Cometeer), Pod/capsule machine (e.g. Keurig/Nespresso), Bean-to-cup machine",NA
qbE877,37604,35-44 years old,Male,3,3,"Pour over, French press, Espresso, Other",Democrat
KMBrGV,90004,35-44 years old,Female,2,2,"Espresso, Coffee extract (e.g. Cometeer)",Democrat
6dQ6WY,96232,35-44 years old,Non-binary,2,2,Pour over,Democrat
EPboA4,97224,45-54 years old,Male,1,1,Espresso,No affiliation
PABZy5,12204,25-34 years old,Female,1,1,Other,Democrat
ZdRbgz,2474,25-34 years old,Male,1,1,NA,Democrat
EPbo6r,46203,25-34 years old,Male,1,1,Bean-to-cup machine,No affiliation
6dQ6zB,80002,35-44 years old,Male,2,2,Espresso,Democrat
LdM4Ey,75072,25-34 years old,Male,3,3,"Pour over, Coffee brewing machine (e.g. Mr. Coffee)",Republican
ylq8gg,78640,35-44 years old,Male,1,1,"Pour over, Coffee brewing machine (e.g. Mr. Coffee), Bean-to-cup machine",Democrat
MAdjPM,90031,25-34 years old,Male,2,2,"Pour over, Espresso",No affiliation
8dpb5O,95004,55-64 years old,Male,4,4,"Other, Espresso",Democrat
1r2QRl,32803,25-34 years old,Male,2,2,"Pour over, Espresso, Cold brew",Democrat
J2kEBo,92629,55-64 years old,Male,2,2,Instant coffee,NA
eBxgvk,22801,55-64 years old,Female,2,2,"Pour over, Coffee brewing machine (e.g. Mr. Coffee)",NA
7d97jZ,91780,25-34 years old,Male,2,2,NA,Democrat
dY2JzK,97213,35-44 years old,Male,1,1,Pour over,Democrat
PABZe5,30342,35-44 years old,Male,1,1,"Espresso, Coffee brewing machine (e.g. Mr. Coffee)",No affiliation
J2kEGo,94553,35-44 years old,Male,1,1,"Coffee brewing machine (e.g. Mr. Coffee), Cold brew, French press, Other",No affiliation
ylq8zx,85281,25-34 years old,Female,1,1,"Espresso, Pod/capsule machine (e.g. Keurig/Nespresso), Instant coffee, Cold brew",No affiliation
WApapR,35210,25-34 years old,NA,Less than 1,0,NA,NA
xdN8z5,47150,25-34 years old,Male,2,2,Pour over,No affiliation
NAB2dj,2134,25-34 years old,Male,2,2,"Pour over, French press, Espresso",Independent
ylq81x,59808,18-24 years old,Male,1,1,Pour over,Independent
vNx8zD,76014,45-54 years old,Male,1,1,"Pour over, French press, Coffee brewing machine (e.g. Mr. Coffee), Instant coffee, Coffee extract (e.g. Cometeer), Cold brew, Other",Independent
oAV8zP,73160,25-34 years old,Male,3,3,"Pour over, French press, Coffee brewing machine (e.g. Mr. Coffee)",No affiliation
QABNkG,20817,35-44 years old,Male,1,1,"Pour over, Cold brew",Democrat
8dpbDA,91910,>65 years old,NA,1,1,NA,NA
YZz760,43015,25-34 years old,NA,2,2,"Coffee brewing machine (e.g. Mr. Coffee), Espresso",NA
PABZqd,10014,35-44 years old,Male,3,3,NA,Democrat
oAV8LX,11753,18-24 years old,Male,2,2,NA,NA
XeB6Pd,10023,18-24 years old,Female,2,2,Pod/capsule machine (e.g. Keurig/Nespresso),No affiliation
AlbMRB,80015,35-44 years old,Male,2,2,"Pour over, Espresso",Democrat
jB98XR,77030,18-24 years old,Female,2,2,Espresso,Democrat
NAB2Zb,10011,25-34 years old,Female,Less than 1,0,NA,Independent
aBrpMy,11101,25-34 years old,Female,2,2,"Pour over, Espresso",Democrat
OABxKK,60546,18-24 years old,Male,2,2,NA,Democrat
pLPYlP,55414,18-24 years old,NA,Less than 1,0,Other,NA
XeB6je,1930,25-34 years old,NA,2,2,Coffee extract (e.g. Cometeer),NA
PABZq0,10011,35-44 years old,Male,2,2,Coffee extract (e.g. Cometeer),Independent
pLPYYZ,20191,25-34 years old,Male,1,1,Pour over,Democrat
GrBOVj,1721,25-34 years old,Male,2,2,"Pour over, Espresso",Democrat
DVvROb,8205,25-34 years old,NA,2,2,"Espresso, Pour over, Coffee brewing machine (e.g. Mr. Coffee)",NA
rlr8Z5,10025,25-34 years old,Female,1,1,"Pour over, Coffee extract (e.g. Cometeer)",Democrat
KMBr2M,78758,25-34 years old,Male,2,2,Other,Democrat
kYR8BJ,10003,25-34 years old,Female,2,2,Coffee extract (e.g. Cometeer),Democrat
aBrpJ9,53132,25-34 years old,Female,1,1,Espresso,No affiliation
bl41a0,98103,25-34 years old,Male,2,2,"Pour over, Coffee brewing machine (e.g. Mr. Coffee), Cold brew",Democrat
RzBqyp,97544,25-34 years old,Male,2,2,"Espresso, Pour over, Cold brew",Independent
1r2Q0M,92116,45-54 years old,Male,2,2,"Pour over, French press, Other",Democrat
GrBOO2,98470,35-44 years old,Male,3,3,Pour over,Democrat
jB98V6,10025,35-44 years old,Male,1,1,"Pour over, Coffee brewing machine (e.g. Mr. Coffee)",Democrat
QABNpg,60546,18-24 years old,Male,3,3,"French press, Pour over",Democrat
DVvR6j,11101,25-34 years old,Male,2,2,"Espresso, Pour over, Coffee extract (e.g. Cometeer)",Democrat
xdN8q9,55901,25-34 years old,Female,1,1,Pour over,Democrat
xdN8W9,77058,25-34 years old,Female,2,2,Pour over,No affiliation
9dJAzX,77316,25-34 years old,NA,2,2,"Pour over, Pod/capsule machine (e.g. Keurig/Nespresso)",NA
rlr8ep,46804,>65 years old,Female,4,4,"Espresso, Pour over",No affiliation
WApa4L,98031,25-34 years old,Female,2,2,"Espresso, Cold brew, Pour over",Democrat
9dJAbX,75074,25-34 years old,Female,2,2,Pour over,Democrat
zKQ8A1,1960,25-34 years old,Female,2,2,"Pod/capsule machine (e.g. Keurig/Nespresso), Coffee extract (e.g. Cometeer), Espresso, Cold brew",Independent
QABNP1,1966,35-44 years old,Female,2,2,"Coffee extract (e.g. Cometeer), Pour over",NA
GrBOMQ,40204,35-44 years old,Male,2,2,"Coffee brewing machine (e.g. Mr. Coffee), Pour over",Democrat
RzBqpQ,92831,25-34 years old,Male,2,2,"Pour over, Espresso",No affiliation
24x9MM,32526,18-24 years old,Male,1,1,Cold brew,Republican
7d9rX0,1826,25-34 years old,Male,2,2,Pour over,No affiliation
YZz72z,1002,18-24 years old,Other (please specify),Less than 1,0,Coffee brewing machine (e.g. Mr. Coffee),Independent
42Nl0b,93445,18-24 years old,Other (please specify),2,2,Espresso,Democrat
lNl8JX,94598,35-44 years old,Male,1,1,Espresso,No affiliation
xdN8kd,63105,25-34 years old,Female,Less than 1,0,NA,Republican
VZ1WWE,75248,35-44 years old,Male,1,1,"Pour over, French press, Cold brew, Other",Democrat
LdM4xG,6851,55-64 years old,Male,3,3,Pour over,Independent
VZ1OLj,77845,25-34 years old,Male,2,2,"Pour over, Espresso, Coffee extract (e.g. Cometeer)",Republican
KMBrrk,98119,35-44 years old,Female,1,1,Pour over,Democrat
5dqaWQ,94114,25-34 years old,Male,2,2,"Pour over, Other, Cold brew",Democrat
NAB22W,94706,35-44 years old,Male,More than 4,5,"French press, Espresso",Democrat
eBxWZx,95816,35-44 years old,Male,3,3,"Pour over, Espresso",Democrat
OABxOM,2130,25-34 years old,Male,2,2,Pour over,Democrat
lNl825,33716,25-34 years old,Male,4,4,"Espresso, Coffee brewing machine (e.g. Mr. Coffee), Pour over",Democrat
EPboy2,91302,25-34 years old,Male,1,1,"Pour over, Espresso",Independent
KMBKYX,61606,18-24 years old,Male,3,3,"Pour over, French press, Espresso, Other",Democrat
BGbJv4,92617,25-34 years old,Non-binary,2,2,Pour over,Democrat
rlr8No,10162,35-44 years old,Male,1,1,Other,No affiliation
24xGEe,94024,45-54 years old,Male,2,2,French press,Democrat
eBxWae,10703,25-34 years old,Male,2,2,Pour over,Democrat
WApavR,49548,25-34 years old,Male,4,4,"Espresso, Pour over, French press",No affiliation
1r2o9p,22046,25-34 years old,Male,2,2,Espresso,Democrat
OABM7R,94546,35-44 years old,Male,1,1,Pour over,Democrat
aBrqOX,22801,25-34 years old,Male,2,2,"Pour over, Espresso, Coffee brewing machine (e.g. Mr. Coffee)",Democrat
qbE1GG,91106,35-44 years old,Male,1,1,"Pour over, French press",Independent
8dp4aP,15222,25-34 years old,Male,2,2,Pour over,Democrat
0EjR7j,78734,35-44 years old,Male,2,2,"Pour over, French press",No affiliation
YZz7EN,32506,25-34 years old,Male,2,2,"Pour over, Other",Republican
OABxRk,55304,45-54 years old,Male,2,2,"Pour over, Cold brew",Independent
AlbMgN,91423,18-24 years old,Male,1,1,"Pour over, French press, Other",Democrat
OABxWM,49548,25-34 years old,Female,2,2,"French press, Espresso",Democrat
xdN5Yy,78757,25-34 years old,Male,2,2,Pour over,Democrat
AlbMYB,80027,25-34 years old,Male,3,3,"Pour over, French press, Coffee extract (e.g. Cometeer)",Democrat
ylq5Jg,80021,25-34 years old,Male,1,1,NA,Democrat
jB9Ala,80525,35-44 years old,Male,3,3,"Pour over, French press, Espresso, Other",Independent
YZzl4B,44102,18-24 years old,NA,4,4,"Pour over, Coffee brewing machine (e.g. Mr. Coffee), Cold brew",NA
J2kvz4,48220,25-34 years old,Female,2,2,"Pour over, Pod/capsule machine (e.g. Keurig/Nespresso)",Democrat
oAV8W5,2116,45-54 years old,Female,2,2,"Pour over, Coffee brewing machine (e.g. Mr. Coffee)",Democrat
oAVLGe,94103,25-34 years old,Male,2,2,"Pour over, Espresso",Democrat
KMBKlA,12020,18-24 years old,Male,Less than 1,0,Espresso,Democrat
6dQEDY,2472,25-34 years old,Male,2,2,French press,Democrat
1r2o7Q,19146,25-34 years old,Male,2,2,Pour over,Democrat
1r2oVQ,98027,25-34 years old,Male,2,2,Pour over,Democrat
0EjR8y,80113,25-34 years old,Male,2,2,"Espresso, Pour over",Democrat
LdMLzp,97209,25-34 years old,Female,2,2,"Pour over, Espresso, Coffee brewing machine (e.g. Mr. Coffee)",NA
LdML7p,35806,35-44 years old,Male,1,1,Espresso,Democrat
jB9Ab4,10566,25-34 years old,Female,2,2,"Pour over, Espresso, Coffee brewing machine (e.g. Mr. Coffee)",Democrat
aBrq4B,97527,25-34 years old,Male,1,1,NA,NA
DVv6Nq,78725,25-34 years old,Male,3,3,"Pour over, Espresso, Cold brew, Coffee brewing machine (e.g. Mr. Coffee)",Democrat
DVv6pR,78728,18-24 years old,Male,2,2,"Coffee brewing machine (e.g. Mr. Coffee), Other",Democrat
rlrMON,44039,25-34 years old,Male,1,1,"Pour over, Coffee extract (e.g. Cometeer), Instant coffee",Democrat
g5N6Ml,21230,25-34 years old,Male,2,2,Other,Democrat
NAB1oB,11225,35-44 years old,Male,4,4,"Pour over, French press, Espresso, Coffee brewing machine (e.g. Mr. Coffee), Cold brew",Democrat
dY2exq,37206,25-34 years old,Male,3,3,"Pour over, Coffee brewing machine (e.g. Mr. Coffee)",Democrat
RzByo9,92508,25-34 years old,Male,1,1,"Pour over, Espresso",No affiliation
rlrMoN,98029,25-34 years old,NA,Less than 1,0,Espresso,NA
XeBP4g,98008,25-34 years old,Female,Less than 1,0,NA,NA
DVv6qN,63017,>65 years old,NA,3,3,Other,NA
vNx5P0,44070,35-44 years old,Male,3,3,"Pour over, Espresso, Other",Democrat
6dQEZk,60622,25-34 years old,Male,3,3,"Pour over, Espresso, Other",Democrat
qbE1d7,98056,18-24 years old,NA,Less than 1,0,NA,NA
bl4QeL,98686,25-34 years old,Male,1,1,"Pour over, Espresso",Democrat
aBrq9b,11201,45-54 years old,Male,2,2,Pour over,Independent
LdMLPv,1826,25-34 years old,Female,2,2,Pour over,Democrat
oAVLEx,94043,25-34 years old,Male,2,2,Pour over,Independent
PABJ1V,97209,25-34 years old,Male,1,1,Coffee brewing machine (e.g. Mr. Coffee),Democrat
0EjR6N,84106,25-34 years old,Female,2,2,"French press, Pod/capsule machine (e.g. Keurig/Nespresso)",Republican
BGbW75,2632,>65 years old,Male,2,2,Espresso,No affiliation
8dp4L5,14228,25-34 years old,Male,2,2,"Espresso, Pour over, Other",Democrat
GrBARZ,2130,25-34 years old,Male,1,1,"Pour over, Other",No affiliation
rlrMBR,21045,25-34 years old,Male,1,1,"Pour over, Espresso",Democrat
J2kEvY,84738,25-34 years old,NA,2,2,"Cold brew, Espresso",NA
GrBAve,12009,18-24 years old,Male,1,1,"Pour over, French press, Other",Democrat
J2kvOo,77362,35-44 years old,Male,2,2,"Pour over, Espresso, Bean-to-cup machine, Cold brew",Independent
GrBAlp,98118,35-44 years old,Non-binary,3,3,"Pour over, Coffee extract (e.g. Cometeer), Cold brew",Democrat
7d9r2P,22200,25-34 years old,Male,3,3,"Espresso, Pour over, French press",NA
1r2odl,18072,18-24 years old,Male,1,1,"Pour over, Other",Democrat
J2kvdR,80228,25-34 years old,Male,1,1,Pour over,Independent
jB9APx,80219,25-34 years old,Male,2,2,Pour over,Democrat
DVv6kZ,92780,18-24 years old,Male,1,1,Pod/capsule machine (e.g. Keurig/Nespresso),Democrat
xdN8Ok,1960,25-34 years old,Female,1,1,"Coffee extract (e.g. Cometeer), Coffee brewing machine (e.g. Mr. Coffee)",Democrat
NAB1qO,98103,35-44 years old,Male,3,3,"Pour over, Espresso, Cold brew",Democrat
GrBA9Z,5641,35-44 years old,Non-binary,3,3,"Pour over, Espresso",Independent
5dqPZo,7960,25-34 years old,Male,2,2,Pour over,Democrat
J2kEyz,11201,35-44 years old,Male,3,3,Espresso,Democrat
jB98j9,20190,25-34 years old,Female,2,2,"Pour over, Espresso",Democrat
QABlV8,98043,35-44 years old,Non-binary,1,1,Pour over,No affiliation
LdMLpj,21078,25-34 years old,Male,1,1,"Espresso, French press, Pour over, Coffee extract (e.g. Cometeer)",Independent
42NVrX,78723,25-34 years old,Male,2,2,"Espresso, Pour over",Republican
VZ1OpM,2914,18-24 years old,Male,2,2,Other,Independent
42NlWr,2139,18-24 years old,Female,1,1,"Pod/capsule machine (e.g. Keurig/Nespresso), Instant coffee, Coffee brewing machine (e.g. Mr. Coffee)",Democrat
KMBKV8,1844,25-34 years old,Male,1,1,"Pour over, Cold brew",Democrat
aBrq6q,19123,18-24 years old,Male,2,2,"Pour over, Espresso",Democrat
oAVLeP,98270,35-44 years old,NA,2,2,Coffee brewing machine (e.g. Mr. Coffee),NA
YZzlPW,2148,25-34 years old,Male,1,1,Other,No affiliation
zKQ5jM,98103,25-34 years old,Male,3,3,"Pour over, Espresso",Independent
kYRB61,91745,25-34 years old,Male,2,2,"Pour over, Espresso, French press",Democrat
zKQ5y0,15201,35-44 years old,Male,3,3,"Pour over, Espresso, Bean-to-cup machine",No affiliation
RzBy5d,32514,25-34 years old,Male,4,4,"Espresso, Coffee brewing machine (e.g. Mr. Coffee), Other",Independent
ZdRrNy,44667,25-34 years old,Male,2,2,"Espresso, Pour over",Republican
0EjRey,92688,25-34 years old,Female,2,2,Pour over,Democrat
QABlDp,19146,25-34 years old,Female,1,1,Pour over,Democrat
24xGB9,10543,18-24 years old,Male,2,2,"Pod/capsule machine (e.g. Keurig/Nespresso), Espresso",No affiliation
EPb7QX,11105,45-54 years old,Male,2,2,"Pour over, Espresso, Cold brew",Democrat
qbE1AY,75009,<18 years old,Male,2,2,Pour over,Republican
42NVQY,44614,45-54 years old,Male,2,2,"Pour over, Espresso",Democrat
EPb7XX,97202,25-34 years old,Non-binary,1,1,"Pour over, Other",No affiliation
Albe2z,94117,25-34 years old,Male,3,3,"Espresso, French press",No affiliation
PABJ9V,40243,45-54 years old,Male,3,3,"Pour over, Other",Independent
rlrM5R,11746,18-24 years old,Non-binary,More than 4,5,"Pour over, Coffee brewing machine (e.g. Mr. Coffee)",Democrat
kYR8Pj,11238,25-34 years old,Male,2,2,"Pour over, Espresso, Other",Democrat
J2kvqK,2142,18-24 years old,Female,Less than 1,0,Other,Democrat
J2kv1K,95661,25-34 years old,Male,3,3,"Pour over, Other",Democrat
PABJpB,7079,25-34 years old,Male,1,1,"Pour over, Cold brew, Other, French press",Independent
EPb7l4,11238,45-54 years old,Male,3,3,"French press, Espresso",Democrat
XeBP0j,91745,25-34 years old,Male,1,1,"Pour over, Espresso",Democrat
vNx5Yv,75009,25-34 years old,Male,2,2,"Pour over, Coffee brewing machine (e.g. Mr. Coffee)",No affiliation
NAB1WB,44113,25-34 years old,Male,2,2,Pour over,Democrat
42NV8k,24550,35-44 years old,Male,2,2,"Pour over, Espresso",No affiliation
VZ1OQg,2130,25-34 years old,Non-binary,2,2,Espresso,Democrat
LdMLWj,4038,35-44 years old,Male,4,4,"Pour over, Cold brew",Republican
LdMLKv,2119,25-34 years old,Male,1,1,French press,Democrat
zKQ5Ya,80439,25-34 years old,Female,2,2,"Pour over, French press, Coffee brewing machine (e.g. Mr. Coffee), Pod/capsule machine (e.g. Keurig/Nespresso)",Democrat
